original_path	archived_path	artifact_type	size_bytes	sha256	git_status	reason
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI1_LP_257_Du-656.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI1_LP_257_Du-656.flagstat.txt	file	510	bc58c25f0e330601f956adf0d8573afce7a7fbb6ffb11e117e554dfe2d54b4df	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI1_LP_257_Du-656.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI1_LP_257_Du-656.idxstats.tsv	file	64	43839ca1cca4e0c57785472aa443b288a651277d251057c446fc011f04fef495	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI1_LP_258_Du-657.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI1_LP_258_Du-657.depth.tsv	file	9011174	b44584aeae397ff1d5d23e248fb53ef9317b9f7808e37326c9b6968964619140	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI1_LP_258_Du-657.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI1_LP_258_Du-657.flagstat.txt	file	522	d244e19879763deca295d7774492f9afe7ad34e67093964f0a28ad44b5c1d8b5	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI1_LP_258_Du-657.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI1_LP_258_Du-657.idxstats.tsv	file	66	7ed880e1367926a966c8d4976912a89db4739911524e0c05ebc65e24abb593c5	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_243_Du-631.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_243_Du-631.depth.tsv	file	9081483	a29072822cee6232be738028d6c6ac204b38d0de0a752e1c6c19f58c5851cb77	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_243_Du-631.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_243_Du-631.flagstat.txt	file	520	3d75706286003eac82e4bf9f842c03dbed8f35d29abd52f7224d7457da9d6bf1	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_243_Du-631.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_243_Du-631.idxstats.tsv	file	66	65948fba9db74973c251061ffa944637581a4543ec788748901d1bcd7f7ee7f5	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_244_Du-632.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_244_Du-632.depth.tsv	file	8812962	e218f02a1ee68d8d1875b3adfbd93930a513001715f1e97473388b2d75118c20	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_244_Du-632.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_244_Du-632.flagstat.txt	file	510	f1ed23d502bf0441df2b1a59bde984359f2aafb33ee149e60b0ce6bc31fed00a	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_244_Du-632.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_244_Du-632.idxstats.tsv	file	64	4f7227ec42c6e43db4fd826a8f20f2e0ca90c50822c70825cf5d097697278740	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_245_Du-633.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_245_Du-633.depth.tsv	file	8946956	569f955994ae0fcce18c291a81d8e2439d7a0ff042b0d5e5f589019e266ea6c1	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_245_Du-633.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_245_Du-633.flagstat.txt	file	519	f4217165f4c2172b492a04dcb1b55dddeec044c3088ec8480c152117d6686454	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_245_Du-633.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_245_Du-633.idxstats.tsv	file	66	28dff4d488570e13582f8676abaaa39735540b798def931fe382a5481999bf3a	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_246_Du-634.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_246_Du-634.depth.tsv	file	8839129	1f9fc16776d053d288b43e015bb0af7c9670544e2b7249dd6af26160e2f18371	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_246_Du-634.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_246_Du-634.flagstat.txt	file	510	b35861f2fefb94b9f438e2a66102e23482890348acdd97825ae86a03055ad030	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_246_Du-634.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_246_Du-634.idxstats.tsv	file	64	d2d4c6d90e50d5d06010829d3fd8b8ae5a7a294f7896b717b47dda52c5335fed	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_247_Du-635.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_247_Du-635.depth.tsv	file	9113848	d993f4c122e80a3e7bff13e8410f175199ef9c5d417d57f86784b8a3c4cb97d3	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_247_Du-635.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_247_Du-635.flagstat.txt	file	518	82b7ff31d00e0db8018f6c60b6d4c94ec1084f1baeee1dda089181ef900eaf11	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_247_Du-635.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_247_Du-635.idxstats.tsv	file	66	bee0efb67a4cff58fc51eee8dcf9fc6bd4797e5a5717632f61a512724af6dca7	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_248_Du-636.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_248_Du-636.depth.tsv	file	9092302	bce4b5afd49bb592dc280f29c720524b1d7a515cd5588d165bff6693eedf6561	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_248_Du-636.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_248_Du-636.flagstat.txt	file	519	8349d97db1aec62d42d3ecc56298941df59b99d57d8ec0341bb9df5c622b73d0	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_248_Du-636.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_248_Du-636.idxstats.tsv	file	66	037c7426a80eae68491111fcf8976fe76e61ba2dcbcc02462fb9c3cd288717f8	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_337_Du-638.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_337_Du-638.depth.tsv	file	8888533	bbba28d549ce30579f1a7249160c6158755797d3fde251d178321132bac6f56a	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_337_Du-638.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_337_Du-638.flagstat.txt	file	510	275fcb990f3375d5137ebd585617c00ba8c8ad7399871532faf904c280fa5c7d	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_337_Du-638.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_337_Du-638.idxstats.tsv	file	65	55775736a736ec37769de31c6b0c37133d398ebe1a3f917df1c6e76cd6d0c074	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_338_Du-639.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_338_Du-639.depth.tsv	file	8776451	5923a6b65c5326e6b666b2057e04a2043aa0c8ca72dc662138ff1f770706871b	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_338_Du-639.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_338_Du-639.flagstat.txt	file	509	f0f4bd5b292b49fd6219e1b6894fc7b0d3980e2aabb52f0c75266dd29cace0b0	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_338_Du-639.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_338_Du-639.idxstats.tsv	file	64	7cb5d097140018c1eed3d6d57fc3b60d9d156c29bd6a0a094f7b4f13402a9ecc	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_339_Du-640.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_339_Du-640.depth.tsv	file	8880377	73afcdc9acfb0b002b12060c186f2ded8122094317a3d6e07baf001af0e0dcb4	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_339_Du-640.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_339_Du-640.flagstat.txt	file	510	42308438898838e03c0b4f68a3d02d007263120c074e90a6b791f09215f3daf1	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_339_Du-640.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_339_Du-640.idxstats.tsv	file	65	1f16c73fc9bbbb41b2729228440ab12abf4bcbc1225bbae1401a9a0ed73aecbd	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_340_Du-641.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_340_Du-641.depth.tsv	file	8977360	5b50f867dbf2af3d936b62774c80122b81610645e6dd944cabe9d0a7b15e327f	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_340_Du-641.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_340_Du-641.flagstat.txt	file	510	dd5b72299f3622410621ce0397e18837f50676ccd7af4537eaf6190acde22d95	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_340_Du-641.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUI2_LP_340_Du-641.idxstats.tsv	file	65	679abaa30dfcb3c860149fd9cd3e2c31d3afa07a88944849818c861ce0c99ce0	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_069_Du-155.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_069_Du-155.depth.tsv	file	8821636	4216adc3f7b9e68cbb43552424b25cf6e6884cbd468ed69a91bb6c5f54c550f4	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_069_Du-155.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_069_Du-155.flagstat.txt	file	509	65a25058bc4b7face765c4872584d54da692faf6eb885c42999b348cf914ac75	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_069_Du-155.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_069_Du-155.idxstats.tsv	file	64	002a7506d9d150cba77b0da2007f337ca0fa69ed1e97e3e62d8633b30a4584f9	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_070_Du-156.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_070_Du-156.depth.tsv	file	8834164	d3ac0639f5d06a4dceb08696b39e7360b133982463de0eae7b047756040fab7d	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_070_Du-156.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_070_Du-156.flagstat.txt	file	510	5e7b6fc31f0300c8bff1c0f61612000dd1cc82a380a1e2af74ee86ea901b7ad3	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_070_Du-156.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_070_Du-156.idxstats.tsv	file	65	358d4a930998a56cca311b48c4d45d76651b9733b1c285969e5b5cbf9303055c	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_071_Du-157.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_071_Du-157.depth.tsv	file	8831057	f680c9762fa449f5386864294cef9895986df45b8aa567bdb5424252718c8b31	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_071_Du-157.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_071_Du-157.flagstat.txt	file	509	3b389d8521845b5198155686fac113cf6a0284e30ee6750acdec01c79ec65169	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_071_Du-157.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_071_Du-157.idxstats.tsv	file	64	7a6afc83bb1839d03d41010496b56cfd62a3d4855d6ea56d48e4ce49bfe63357	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_072_Du-158.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_072_Du-158.depth.tsv	file	8831937	2e93a2e676fc321de81f463855b7f769274b1a12dd74f21aa82377da9414481a	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_072_Du-158.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_072_Du-158.flagstat.txt	file	517	d08179ce32a8a06c1912c8d40ca0719c69d956f9bdb57cc67c095f6cf95382c5	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_072_Du-158.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_072_Du-158.idxstats.tsv	file	64	4561a05801543b3d57609f682c5c61ba86d8ab181ae6339d57c413da467bdb1b	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_073_Du-159.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_073_Du-159.depth.tsv	file	8977455	ebd9fa97fe04cb33ec6ebdebcd076f10f4a348b7c260c25628fbf510c0f856d7	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_073_Du-159.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_073_Du-159.flagstat.txt	file	518	f39da0c3cc8cbb9cd9f093537a40c1beb496a376794d34366b85dcc4e98b8c5b	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_073_Du-159.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_073_Du-159.idxstats.tsv	file	66	c96124baf5d1735ca6388325b064ed324aa92bd8643949e5746ede11e5d1e4f7	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_074_Du-160.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_074_Du-160.depth.tsv	file	8829295	cecea7591a1f29d5adf8e427a2838a72b17965711d5668b43db1d1424ea5f470	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_074_Du-160.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_074_Du-160.flagstat.txt	file	509	5a2cb721fec5015c23307b6aa5f21d80ce42437b91df4dc0927a2abd24b2c157	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_074_Du-160.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_074_Du-160.idxstats.tsv	file	64	2cc015e03d60283066a97c9b2ccfb000826252befe9be92e0d8e63ef09cd46cc	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_075_Du-161.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_075_Du-161.depth.tsv	file	9221739	da07783ad3e61599b44e152aab798ca950f41ceabca586a820b297fbf680d500	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_075_Du-161.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_075_Du-161.flagstat.txt	file	522	515b9f6398661f56628fffc84defe7e6d9a372acc84067f362760247767f1de9	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_075_Du-161.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_075_Du-161.idxstats.tsv	file	66	d66b9bf1ad1acbafadd5abdedb97f98c61d9e3c54eb82ebd156c26294bd7a945	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_076_Du-162.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_076_Du-162.depth.tsv	file	9098452	ca1982333298b674f17b87dc20bd206de59955ba66b566d6aeaafe4220cc71e2	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_076_Du-162.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_076_Du-162.flagstat.txt	file	521	0d8d9f9734c043b1de7e63b3a6a91adf675b1c98cd7d8d2ee73a07fa64a88bbd	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_076_Du-162.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_076_Du-162.idxstats.tsv	file	66	ce3827b793f17a288ce0a558226922f3ae11822dd94e5148e8d505dc579ae6f8	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_077_Du-163.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_077_Du-163.depth.tsv	file	9277929	7ef3c5a79def16894ab9229d19e87ff506c22a40a382e15db0b1a46fc548dd48	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_077_Du-163.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_077_Du-163.flagstat.txt	file	522	b8edd1294f061f1c097ce6956416787d05be8332c0bea9ba5309062ab96a2ab5	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_077_Du-163.idxstats.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_077_Du-163.idxstats.tsv	file	67	431246ae2239c53d6573aec84b0a6d0b297f5c68825c95c3342bbee69946a86c	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_318_Du-164.depth.tsv	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_318_Du-164.depth.tsv	file	8827341	0156fe67128b6987c880a7fe9701222685095ce26226917b6676eb3bb9d4be8b	local-only	pre-remediation noncanonical artifact; preserved for audit only
dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_318_Du-164.flagstat.txt	archive_noncanonical/2026-08-17_pre_remediation/snapshot/dudleya_organelle_alignment_pipeline/results/06_all_sample_alignment/qc/QUIN_LP_318_Du-164.flagstat.txt	file	509	e06029ffdc872f00d7268d2058b1fc70e74eda9663a45ba0eb1649bd4ccaa8c8	local-only	pre-remediation noncanonical artifact; preserved for audit only
